ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
135.237.125.160,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,135.237.0.0 - 135.237.255.255,cloud,ASSIGNED PA,135.237.0.0,135.237.255.255,US,135.224.0.0 - 135.241.255.255,abuse@microsoft.com,US,Virginia,Washington,"38.7135,-78.1594",AS8075 Microsoft Corporation,azpdesir9ii3.stretchoid.com,azpdesir9ii3.stretchoid.com,True
217.76.52.66,51167,ripencc,"CONTABO, DE",DE,TERRATRANSIT-MNT; CONTABO ABUSE DEPARTMENT; Johannes Selg; MNT-CONTABO; Contabo GmbH,,217.76.48.0 - 217.76.55.255,TT-20221122,ASSIGNED PA,217.76.48.0,217.76.55.255,DE,217.76.48.0 - 217.76.63.255,abuse@contabo.de,FR,Grand Est,Lauterbourg,"48.9751,8.1785",AS51167 Contabo GmbH,vmi3175038.contaboserver.net,vmi3175038.contaboserver.net,True
91.231.89.227,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,FR,Hauts-de-France,Gravelines,"50.9865,2.1281",AS213412 ONYPHE SAS,ratcliffe.probe.onyphe.net,ratcliffe.probe.onyphe.net,True
187.251.123.104,22884,lacnic,"TOTAL PLAY TELECOMUNICACIONES SA DE CV, MX",,"TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.; DSI CyAAL; Christian Ivan Dominguez Trujillo",,187.251.96.0/19,187.251.96.0 - 187.251.127.255,ALLOCATED,187.251.96.0,187.251.127.255,,187.0.0.0/8,cdominguez@totalplay.com.mx,MX,Mexico City,Mexico City,"19.4285,-99.1277","AS22884 TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",fixed-187-251-123-104.totalplay.net,fixed-187-251-123-104.totalplay.net,True
45.148.10.157,48090,ripencc,"DMZHOST, GB",AD,ABUSE DEP; TECHOFF-MNT; TECHOFF SRV LIMITED,,45.148.10.0 - 45.148.10.255,DMZHOST,ASSIGNED PA,45.148.10.0,45.148.10.255,AD,45.148.8.0 - 45.148.11.255,dmzhostabuse@gmail.com,NL,North Holland,Amsterdam,"52.3740,4.8897",AS48090 TECHOFF SRV LIMITED,,,True
66.132.186.174,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-186-0-1,CENSY,DIRECT ALLOCATION,66.132.186.0,66.132.186.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",174.186.132.66.censys-scanner.com,174.186.132.66.censys-scanner.com,True
43.154.195.142,132203,apnic,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",HK,IRT-ACEVILLEPTELTD-SG; ACEVILLE PTELTD administrator,,43.154.0.0 - 43.154.255.255,ACEVILLEPTELTD-SG,ALLOCATED NON-PORTABLE,43.154.0.0,43.154.255.255,HK,,abuse@tencent.com,HK,Hong Kong,Hong Kong,"22.2783,114.1747","AS132203 Tencent Building, Kejizhongyi Avenue",,,True
151.237.187.135,57858,ripencc,"AS57858, SC",ES,lir-sc-angelnet-1-MNT; Inter Connects; MNT-INTERCONNECTS7; Abuse-C Role,,151.237.187.0 - 151.237.187.255,Spain,ASSIGNED PA,151.237.187.0,151.237.187.255,ES,151.237.176.0 - 151.237.191.255,noc1@interconnects.us,SE,Stockholm,Stockholm,"59.3294,18.0687",AS57858 Angelnet Limited,,,True
201.49.108.245,16735,lacnic,"ALGAR TELECOM SA, BR",BR,ALGAR TELECOM S/A; OptiTel - Gerência de Registros Internet; Computer Security Incident Response Team,,201.49.96.0/19,150988,ALLOCATED,201.49.96.0,201.49.127.255,BR,,abuse@algartelecom.com.br,BR,São Paulo,Osasco,"-23.5325,-46.7917",AS16735 ALGAR TELECOM S/A,201-49-108-245.static.ctbctelecom.com.br,201-49-108-245.static.ctbctelecom.com.br,True
199.45.154.190,398722,arin,"CENSYS-ARIN-03 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-199-45-154-0-1,CENSY,DIRECT ALLOCATION,199.45.154.0,199.45.155.255,,NET-199-0-0-0-0,,HK,Hong Kong,Hong Kong,"22.2783,114.1747","AS398722 Censys, Inc.",190.154.45.199.censys-scanner.com,190.154.45.199.censys-scanner.com,True
147.45.50.108,215540,ripencc,"GCS-AS, GB",NL,GLOBAL CONNECTIVITY SOLUTIONS LLP; INETTECH-MNT; Global Connectivity Solutions; Abuse contact role object; GCS-MNT,,147.45.50.0 - 147.45.50.255,GCS_SER-NET,ASSIGNED PA,147.45.50.0,147.45.50.255,NL,147.45.48.0 - 147.45.63.255,abuse@globconnex.com,NL,Limburg,Kerkrade,"50.8658,6.0625",AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,143005.ip-ptr.tech,143005.ip-ptr.tech,True
2.57.121.17,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",GB,ro-btel2-1-mnt; UNMANAGED LTD NOC - NETWORK OPERATIONS CENTER; UNMANAGED LTD; UNMANAGED; Abuse contact role object,,2.57.121.0 - 2.57.121.255,UNMANAGED-LTD,ASSIGNED PA,2.57.121.0,2.57.121.255,GB,2.57.120.0 - 2.57.123.255,abuse@unmanaged.uk,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,hosting17.tronicsat.com,hosting17.tronicsat.com,True
2.57.122.193,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",NL,ABUSE DEP; TECHOFF-MNT; TECHOFF SRV LIMITED,,2.57.122.0 - 2.57.122.255,DMZHOSTdotco,ASSIGNED PA,2.57.122.0,2.57.122.255,NL,2.57.120.0 - 2.57.123.255,dmzhostabuse@gmail.com,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,,,True
101.36.122.186,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,101.36.116.0 - 101.36.127.255,UCLOUD-HK,ALLOCATED NON-PORTABLE,101.36.116.0,101.36.127.255,HK,,hegui@ucloud.cn,HK,Hong Kong,Hong Kong,"22.2783,114.1747",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
45.246.89.171,24863,afrinic,"LINKdotNET-AS, EG",EG,Link Egypt (Link.NET); Wessam Abdel Sattar Mohamed; Abuse Contact; Emam Haitham; Tamer Ateya; Ehab Omar; Amr Reda,,45.240.0.0 - 45.247.255.255,ORG-LE1-AFRINIC,ALLOCATED PA,45.240.0.0,45.247.255.255,EG,0.0.0.0 - 255.255.255.255,,EG,Giza,Giza,"30.0094,31.2086",AS24863 Link Egypt (Link.NET),,,True
87.251.64.141,200730,ripencc,"ISAEV, KZ",PL,Isaev Igor; ISAEV-MNT; ru-avm-1-mnt,,87.251.64.0 - 87.251.64.255,ISAEV,ASSIGNED PA,87.251.64.0,87.251.64.255,PL,87.251.64.0 - 87.251.79.255,abuse@novahost.kz,PL,Mazovia,Warsaw,"52.2298,21.0118",AS200730 ISAEV Igor,,,True
66.132.186.186,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-186-0-1,CENSY,DIRECT ALLOCATION,66.132.186.0,66.132.186.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",186.186.132.66.censys-scanner.com,186.186.132.66.censys-scanner.com,True
192.176.172.166,212220,ripencc,"KEPLER, SE",SE,Abuse-C Role; Bijay Luitel; Pierre Gronberg; RESILANS-MNT; Administrative & Technical; lir-se-keplercloud-1-MNT; Kepler Technologies AB,,192.176.172.0 - 192.176.173.255,KEPLER-CLOUD,LEGACY,192.176.172.0,192.176.173.255,SE,192.176.0.0 - 192.176.255.255,abuse@keplercloud.se,SE,Halland,Falkenberg,"56.9055,12.4912",AS212220 Kepler Technologies AB,,,True
161.132.51.203,3132,lacnic,"Red Cientifica Peruana, PE",,Ruben Rodriguez; Red Cientifica Peruana,,161.132.0.0/16,161.132.0.0 - 161.132.255.255,ASSIGNED,161.132.0.0,161.132.255.255,,,rrodriguez@rcp.pe,PE,Lima Province,Lima,"-12.0432,-77.0282",AS3132 Red Cientifica Peruana,,,True
66.132.172.184,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-172-0-1,CENSY,DIRECT ALLOCATION,66.132.172.0,66.132.172.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",184.172.132.66.censys-scanner.com,184.172.132.66.censys-scanner.com,True
176.120.22.47,198953,ripencc,"PROTON66, RU",RU,Proton66 OOO; Abuse-C Role; RIPE-NCC-HM-MNT; lir-ru-proton66-1-MNT; Tech dept.,,176.120.22.0 - 176.120.22.255,RU-PROTON66-20240827,ALLOCATED PA,176.120.22.0,176.120.22.255,RU,0.0.0.0 - 255.255.255.255,abuse@proton66.ru,RU,St.-Petersburg,Saint Petersburg,"59.9386,30.3141",AS198953 Proton66 OOO,,,True
92.118.39.62,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",NL,TECHOFF-MNT; CYBR-DMZ; DMZHOST; Abuse contact role object,,92.118.39.0 - 92.118.39.255,DMZHOST,ASSIGNED PA,92.118.39.0,92.118.39.255,NL,92.118.36.0 - 92.118.39.255,dmzhostabuse@gmail.com,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,,,True
118.26.36.248,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,118.26.36.0 - 118.26.36.255,UCLOUD-HK,ALLOCATED NON-PORTABLE,118.26.36.0,118.26.36.255,HK,,hegui@ucloud.cn,HK,Hong Kong,Hong Kong,"22.2783,114.1747",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
183.91.11.36,45903,apnic,"CMCTELECOM-VN CMC Telecom Infrastructure Company, VN",VN,Nguyen Van Hieu; Hoang Viet Anh; IRT-VNNIC-AP,,183.91.0.0 - 183.91.31.255,CMCTELECOM-VN,ALLOCATED PORTABLE,183.91.0.0,183.91.31.255,VN,,hm-changed@vnnic.vn,VN,Hanoi,Hanoi,"21.0245,105.8412",AS45903 CMC Telecom Infrastructure Company,static.cmcti.vn,static.cmcti.vn,True
200.36.214.242,271383,lacnic,"L R PROVEDOR DE INTERNET LTDA, BR",BR,L R PROVEDOR DE INTERNET LTDA; LUZINALDO SARAIVA MONDEGO,,200.36.212.0/22,399462,ALLOCATED,200.36.212.0,200.36.215.255,BR,,noc@criativainternet.com.br,BR,Maranhão,São José de Ribamar,"-2.5557,-44.0599",AS271383 L R PROVEDOR DE INTERNET LTDA,200-36-214-242.criativainternet.com.br,200-36-214-242.criativainternet.com.br,True
35.169.206.177,14618,arin,"AMAZON-AES - Amazon.com, Inc., US",,AWS RPKI Management POC; Amazon EC2 Network Operations; DNS; Amazon EC2 Abuse; Amazon AWS Network Operations; Amazon Technologies Inc.; IP Routing; IP Management,,NET-35-152-0-0-1,AT-88-Z,DIRECT ALLOCATION,35.152.0.0,35.183.255.255,,NET-35-0-0-0-0,,US,Virginia,Ashburn,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",scan.visionheight.com,scan.visionheight.com,True
176.120.22.17,198953,ripencc,"PROTON66, RU",RU,Proton66 OOO; Abuse-C Role; RIPE-NCC-HM-MNT; lir-ru-proton66-1-MNT; Tech dept.,,176.120.22.0 - 176.120.22.255,RU-PROTON66-20240827,ALLOCATED PA,176.120.22.0,176.120.22.255,RU,0.0.0.0 - 255.255.255.255,abuse@proton66.ru,RU,St.-Petersburg,Saint Petersburg,"59.9386,30.3141",AS198953 Proton66 OOO,,,True
183.82.98.154,18209,apnic,"CABLELITE-AS-AP Atria Convergence Technologies Ltd., IN",IN,Administrator Beam Cable System; IRT-CABLELITE-IN; Technical Admin Beam Cable System,,183.82.98.0 - 183.82.99.255,Beam-BRAS-Pools,ASSIGNED NON-PORTABLE,183.82.98.0,183.82.99.255,IN,,abuse@actcorp.in,IN,Telangana,Hyderabad,"17.3840,78.4564","AS18209 Atria Convergence Technologies Ltd.,",183.82.98.154.actcorp.in,183.82.98.154.actcorp.in,True
158.178.225.188,31898,ripencc,"ORACLE-BMC-31898 - Oracle Corporation, US",US,Abuse-C Role; RIPE-NCC-LEGACY-MNT; Domain Administrator; ORCL-MNT; Oracle Corporation,,158.178.128.0 - 158.178.253.255,oracle,LEGACY,158.178.128.0,158.178.253.255,US,0.0.0.0 - 255.255.255.255,abuse@oracleemaildelivery.com,SG,Singapore,Kampong Loyang,"1.3778,103.9594",AS31898 Oracle Corporation,,,True
189.23.51.162,4230,lacnic,"CLARO S.A., BR",BR,Gerência Técnica de Servidores Internet; Cristian Alberto Perez; CLARO S.A.; Grupo de Segurança Internet da Embratel,,189.22.0.0/15,91112,ALLOCATED,189.22.0.0,189.23.255.255,BR,,abuse@embratel.net.br,BR,São Paulo,São Paulo,"-23.5475,-46.6361",AS4230 CLARO S.A.,189-23-51-162.embratel.cloud,189-23-51-162.embratel.cloud,True
185.224.128.16,49870,ripencc,"AS49870-BV, NL",NL,MB-KYOX-NL; Alsycon B.V.; Abuse contact role object; SPECTRAIP-MNT,,185.224.128.0 - 185.224.128.255,Alsycon-customers,ASSIGNED PA,185.224.128.0,185.224.128.255,NL,185.224.128.0 - 185.224.131.255,abuse@as49870.net,NL,North Holland,Amsterdam,"52.3740,4.8897",AS49870 Alsycon B.V.,,,True
66.132.195.64,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-195-0-1,CENSY,DIRECT ALLOCATION,66.132.195.0,66.132.195.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",64.195.132.66.censys-scanner.com,64.195.132.66.censys-scanner.com,True
165.154.174.206,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",GB,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.174.0 - 165.154.175.255,UCLOUD-GB,ALLOCATED NON-PORTABLE,165.154.174.0,165.154.175.255,GB,,hegui@ucloud.cn,GB,England,London,"51.5085,-0.1257",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
134.199.203.119,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-134-199-128-0-1,DIGITALOCEAN-134-199-128-0,DIRECT ALLOCATION,134.199.128.0,134.199.255.255,,NET-134-0-0-0-0,,US,Georgia,Douglasville,"33.7515,-84.7477","AS14061 DigitalOcean, LLC",,,True
47.84.100.224,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud LLC; Alibaba NOC,,NET-47-74-0-0-1,AL-3,DIRECT ALLOCATION,47.74.0.0,47.87.255.255,,NET-47-0-0-0-0,,SG,Singapore,Singapore,"1.2897,103.8501","AS45102 Alibaba (US) Technology Co., Ltd.",,,True
149.56.102.185,16276,arin,"OVH, FR",,"NOC; Abuse; OVH Hosting, Inc.",,NET-149-56-96-0-1,OVH-VPS-149-56-96,ASSIGNMENT,149.56.96.0,149.56.103.255,,NET-149-56-0-0-1,,CA,Quebec,Beauharnois,"45.3134,-73.8725",AS16276 OVH SAS,vps-4d39c8b7.vps.ovh.ca,vps-4d39c8b7.vps.ovh.ca,True
162.241.49.35,19871,arin,"NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC, US",,EIG Network Operations; EIG-Abuse Mitigation; Unified Layer; Network Operations Center,,NET-162-240-0-0-1,UNIFIEDLAYER-NETWORK-16,DIRECT ALLOCATION,162.240.0.0,162.241.255.255,,NET-162-0-0-0-0,,US,Georgia,Atlanta,"33.7490,-84.3880","AS19871 Network Solutions, LLC",vps.vecihost.com.br,vps.vecihost.com.br,True
185.196.11.83,,ripencc,,,,,185.0.0.0/8,RIPE-NCC-MANAGED-ADDRESS-BLOCK,ALLOCATED UNSPECIFIED,185.0.0.0,185.255.255.255,,0.0.0.0 - 255.255.255.255,,CH,Zurich,Zürich,"47.3667,8.5500",AS42624 Global-Data System IT Corporation,,,True
152.67.251.120,31898,arin,"ORACLE-BMC-31898 - Oracle Corporation, US",,Oracle Bare Metal Operations; ORACLEROUTING; Oracle Public Cloud,,NET-152-67-0-0-2,OC-195,ASSIGNMENT,152.67.0.0,152.67.255.255,,NET-152-67-0-0-1,,US,California,San Jose,"37.3394,-121.8950",AS31898 Oracle Corporation,,,True
66.132.195.55,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-195-0-1,CENSY,DIRECT ALLOCATION,66.132.195.0,66.132.195.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",55.195.132.66.censys-scanner.com,55.195.132.66.censys-scanner.com,True
14.103.118.198,4811,apnic,"CHINANET-SHANGHAI-MAN China Telecom Group, CN",CN,IRT-VOLCANO-ENGINE-CN; Liu Nian; Chen Qi,,14.103.0.0 - 14.103.255.255,VOLCANO-ENGINE,ALLOCATED PORTABLE,14.103.0.0,14.103.255.255,CN,,gnoc@bytedance.com,CN,Shanghai,Shanghai,"31.2222,121.4581",AS4811 China Telecom (Group),,,True
165.154.6.166,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.6.0 - 165.154.6.255,UCLOUD-HK,ALLOCATED NON-PORTABLE,165.154.6.0,165.154.6.255,HK,,hegui@ucloud.cn,HK,Hong Kong,Hong Kong,"22.2783,114.1747",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
70.162.0.89,22773,arin,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US",,Cox Communications; Cox Communications Inc.,,NET-70-162-0-0-1,NETBLK-PH-RDC-70-162-0-0,ASSIGNMENT,70.162.0.0,70.162.255.255,,NET-70-160-0-0-1,,US,Arizona,Phoenix,"33.4484,-112.0740",AS22773 Cox Communications Inc.,ip70-162-0-89.ph.ph.cox.net,ip70-162-0-89.ph.ph.cox.net,True
2.57.121.112,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",GB,ro-btel2-1-mnt; UNMANAGED LTD NOC - NETWORK OPERATIONS CENTER; UNMANAGED LTD; UNMANAGED; Abuse contact role object,,2.57.121.0 - 2.57.121.255,UNMANAGED-LTD,ASSIGNED PA,2.57.121.0,2.57.121.255,GB,2.57.120.0 - 2.57.123.255,abuse@unmanaged.uk,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,dns112.personaliseplus.com,dns112.personaliseplus.com,True
2.57.121.25,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",GB,ro-btel2-1-mnt; UNMANAGED LTD NOC - NETWORK OPERATIONS CENTER; UNMANAGED LTD; UNMANAGED; Abuse contact role object,,2.57.121.0 - 2.57.121.255,UNMANAGED-LTD,ASSIGNED PA,2.57.121.0,2.57.121.255,GB,2.57.120.0 - 2.57.123.255,abuse@unmanaged.uk,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,hosting25.tronicsat.com,hosting25.tronicsat.com,True
66.132.186.132,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-186-0-1,CENSY,DIRECT ALLOCATION,66.132.186.0,66.132.186.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",132.186.132.66.censys-scanner.com,132.186.132.66.censys-scanner.com,True
181.218.9.86,28573,lacnic,"Claro NXT Telecomunicacoes Ltda, BR",BR,Grupo de Segurança Vírtua; Claro NXT Telecomunicacoes Ltda,,181.216.0.0/13,230236,ALLOCATED,181.216.0.0,181.223.255.255,BR,,virtua@virtua.com.br,BR,Santa Catarina,Tubarão,"-28.4667,-49.0069",AS28573 Claro NXT Telecomunicacoes Ltda,b5da0956.virtua.com.br,b5da0956.virtua.com.br,True
135.237.125.135,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,135.237.0.0 - 135.237.255.255,cloud,ASSIGNED PA,135.237.0.0,135.237.255.255,US,135.224.0.0 - 135.241.255.255,abuse@microsoft.com,US,Virginia,Washington,"38.7135,-78.1594",AS8075 Microsoft Corporation,azpdeso9n9of.stretchoid.com,azpdeso9n9of.stretchoid.com,True
181.119.84.170,52468,lacnic,"UFINET PANAMA S.A., PA",,"UFINET COLOMBIA, S. A.; Daniel Parra",,181.119.84.0/24,181.119.84.0 - 181.119.84.255,REALLOCATED,181.119.84.0,181.119.84.255,,181.119.0.0/16,dparral@ufinet.com,CO,Bogota D.C.,Bogotá,"4.6097,-74.0817",AS52468 UFINET PANAMA S.A.,170.84.119.181.ufinet.com.co,170.84.119.181.ufinet.com.co,True
117.50.245.253,23724,apnic,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN",CN,IRT-UCLOUD-NET-CN; Jinhui Jia,,117.50.0.0 - 117.50.255.255,UCLOUD-NET,ALLOCATED PORTABLE,117.50.0.0,117.50.255.255,CN,,jacky.jia@ucloud.cn,CN,Beijing,Beijing,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,,True
195.154.29.51,12876,ripencc,"Online SAS, FR",FR,Scaleway Abuse; MNT-TISCALIFR-B2B; SCALEWAY; ONLINE-NET-MNT; Scaleway,,195.154.0.0 - 195.154.127.255,SCALEWAY,LIR-PARTITIONED PA,195.154.0.0,195.154.127.255,FR,195.154.0.0 - 195.154.255.255,abuse@scaleway.com,FR,Île-de-France,Paris,"48.8534,2.3488",AS12876 Scaleway SAS,195-154-29-51.rev.poneytelecom.eu,195-154-29-51.rev.poneytelecom.eu,True
20.80.105.50,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-33-0-0-1,MSFT,DIRECT ALLOCATION,20.33.0.0,20.128.255.255,,NET-20-0-0-0-0,,US,Iowa,Des Moines,"41.6005,-93.6091",AS8075 Microsoft Corporation,azpdcs7eu6vn.stretchoid.com,azpdcs7eu6vn.stretchoid.com,True
45.148.10.147,48090,ripencc,"DMZHOST, GB",AD,ABUSE DEP; TECHOFF-MNT; TECHOFF SRV LIMITED,,45.148.10.0 - 45.148.10.255,DMZHOST,ASSIGNED PA,45.148.10.0,45.148.10.255,AD,45.148.8.0 - 45.148.11.255,dmzhostabuse@gmail.com,NL,North Holland,Amsterdam,"52.3740,4.8897",AS48090 TECHOFF SRV LIMITED,,,True
2.57.122.191,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",NL,ABUSE DEP; TECHOFF-MNT; TECHOFF SRV LIMITED,,2.57.122.0 - 2.57.122.255,DMZHOSTdotco,ASSIGNED PA,2.57.122.0,2.57.122.255,NL,2.57.120.0 - 2.57.123.255,dmzhostabuse@gmail.com,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,,,True
103.193.178.240,136052,apnic,"IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID",ID,ID-NIC ADMINISTRATORS; ID-NIC HOSTMASTERS; IRT-IDNIC-ID,,0.0.0.0 - 255.255.255.255,IANA-BLOCK,ALLOCATED PORTABLE,0.0.0.0,255.255.255.255,ID,,abuse@idnic.net,ID,Jakarta,Jakarta,"-6.2146,106.8451",AS136052 PT Cloud Hosting Indonesia,ip103-193-178-240.cloudhost.web.id,ip103-193-178-240.cloudhost.web.id,True
64.227.149.1,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-64-227-128-0-2,DO-13,DIRECT ALLOCATION,64.227.128.0,64.227.191.255,,NET-64-0-0-0-0,,IN,Karnataka,Bāshettihalli,"13.2257,77.5750","AS14061 DigitalOcean, LLC",,,True
195.184.76.171,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,US,Virginia,Warrenton,"38.7135,-77.7953",AS213412 ONYPHE SAS,bryan.probe.onyphe.net,bryan.probe.onyphe.net,True
92.118.39.72,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",NL,TECHOFF-MNT; CYBR-DMZ; DMZHOST; Abuse contact role object,,92.118.39.0 - 92.118.39.255,DMZHOST,ASSIGNED PA,92.118.39.0,92.118.39.255,NL,92.118.36.0 - 92.118.39.255,dmzhostabuse@gmail.com,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,,,True
98.70.48.241,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,Microsoft Corporation; GNV ADSL CBB,,NET-98-70-32-0-1,BLS-98-70-32-0-1003020950,ASSIGNMENT,98.70.32.0,98.70.63.255,,NET-98-70-0-0-1,,IN,Maharashtra,Pune,"18.5196,73.8554",AS8075 Microsoft Corporation,,,True
195.184.76.94,213412,ripencc,"ONYPHE, FR",US,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,195.184.76.0 - 195.184.76.255,FR-ONYPHE-20221109,ALLOCATED PA,195.184.76.0,195.184.76.255,US,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,US,Virginia,Warrenton,"38.7135,-77.7953",AS213412 ONYPHE SAS,paul.probe.onyphe.net,paul.probe.onyphe.net,True
66.132.195.116,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-195-0-1,CENSY,DIRECT ALLOCATION,66.132.195.0,66.132.195.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",116.195.132.66.censys-scanner.com,116.195.132.66.censys-scanner.com,True
